food_name,serving_desc,serving_size,serving_size_unit
"Cookie, vanilla sandwich",1 E.L. Fudge (Elfin),18,g
"Cookie, vanilla sandwich",1 large sandwich,36,g
"Cookie, vanilla sandwich, extra filling",1 miniature/bite size,3,g
"Cookie, vanilla sandwich, extra filling",1 medium sandwich,14,g
"Cookie, vanilla sandwich, extra filling",1 large sandwich,36,g
"Cookie, vanilla sandwich, extra filling",1 sandwich (include Double Stuff Oreo),15,g
"Cookie, vanilla sandwich, extra filling",1 E.L. Fudge (Elfin),18,g
"Cookie, vanilla sandwich, reduced fat",1 miniature/bite size,3,g
"Cookie, vanilla sandwich, reduced fat",1 sandwich,14,g
"Cookie, vanilla sandwich, reduced fat",1 large sandwich,36,g
"Cookie, vanilla sandwich, reduced fat",1 Vienna finger,14.5,g
"Cookie, vanilla sandwich, reduced fat",1 Snackwell's cookie,12.2,g
"Cookie, butter or sugar, with chocolate icing or filling",1 miniature/bite size,7,g
"Cookie, butter or sugar, with chocolate icing or filling",1 small,28,g
"Cookie, butter or sugar, with chocolate icing or filling",1 medium,42,g
"Cookie, butter or sugar, with chocolate icing or filling",1 large,63,g
"Cookie, butter or sugar, with chocolate icing or filling",1 Keebler Fudge Strips,10,g
"Cookie, butter or sugar, with chocolate icing or filling",1 Geneva,10,g
"Cookie, butter or sugar, with icing or filling other than chocolate",1 miniature/bite size,7,g
"Cookie, butter or sugar, with icing or filling other than chocolate",1 small,28,g
"Cookie, butter or sugar, with icing or filling other than chocolate",1 medium,42,g
"Cookie, butter or sugar, with icing or filling other than chocolate",1 large,63,g
"Cookie, tea, Japanese",1 small,2,g
"Cookie, tea, Japanese",1 medium,5,g
"Cookie, tea, Japanese",1 large,11,g
"Cookie, vanilla wafer",1 small or bite size,3,g
"Cookie, vanilla wafer",1 medium,4,g
"Cookie, vanilla wafer",1 large,6,g
"Cookie, vanilla wafer, reduced fat",1 small or bite size,3,g
"Cookie, vanilla wafer, reduced fat",1 medium,4,g
"Cookie, vanilla wafer, reduced fat",1 large,6,g
"Cookie, vanilla with caramel, coconut, and chocolate coating",1 small cookie,28,g
"Cookie, vanilla with caramel, coconut, and chocolate coating",1 medium cookie,42,g
"Cookie, vanilla with caramel, coconut, and chocolate coating",1 large cookie,63,g
"Cookie, vanilla with caramel, coconut, and chocolate coating",1 Girl Scout cookie,14,g
"Cookie, rugelach",1 medium roll-up cookie,23,g
"Cookie, chocolate chip, sugar free",1 miniature/bite size,5,g
"Cookie, chocolate chip, sugar free",1 small,20,g
"Cookie, chocolate chip, sugar free",1 medium,30,g
"Cookie, chocolate chip, sugar free",1 large,45,g
"Cookie, oatmeal, sugar free",1 miniature/bite size,5,g
"Cookie, oatmeal, sugar free",1 small,20,g
"Cookie, oatmeal, sugar free",1 medium,30,g
"Cookie, oatmeal, sugar free",1 large,45,g
"Cookie, sandwich, sugar free",1 cookie,12,g
"Cookie, sugar or plain, sugar free",1 miniature/bite size,5,g
"Cookie, sugar or plain, sugar free",1 small,20,g
"Cookie, sugar or plain, sugar free",1 medium,30,g
"Cookie, sugar or plain, sugar free",1 large,45,g
"Cookie, sugar wafer, sugar free",1 small,4,g
"Cookie, sugar wafer, sugar free",1 medium,8,g
"Cookie, sugar wafer, sugar free",1 large,9,g
"Cookie, peanut butter, sugar free",1 small,20,g
"Cookie, peanut butter, sugar free",1 medium,30,g
"Cookie, peanut butter, sugar free",1 large,45,g
"Cookie, gluten free",1 mini or bite size cookie,5,g
"Cookie, gluten free",1 small cookie,20,g
"Cookie, gluten free",1 medium cookie,30,g
"Cookie, gluten free",1 large cookie,45,g
"Cookie, gluten free",1 small bar,25,g
"Cookie, gluten free",1 medium bar,38,g
"Cookie, gluten free",1 large bar,56,g
"Cookies, Puerto Rican style",1 cookie,19,g
"Pie, NFS","1 pie (9"" dia)",1203,g
"Pie, NFS","1 piece (1/8 of 9"" dia)",150,g
"Pie, NFS",1 surface inch,18.9,g
"Pie, individual size or tart, NFS",1 tart,117,g
"Pie, individual size or tart, NFS",1 individual pie,120,g
"Pie, individual size or tart, NFS",1 cup,186,g
"Pie, fried, NFS",1 pie,86,g
"Pie, apple, two crust","1 pie (10"" dia)",1521,g
"Pie, apple, two crust","1 pie (9"" dia)",1203,g
"Pie, apple, two crust","1 pie (8"" dia)",782,g
"Pie, apple, two crust","1 pie (6"" dia)",455,g
"Pie, apple, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, apple, two crust",1 surface inch,18.9,g
"Pie, apple, two crust",1 cup,186,g
"Pie, apple, individual size or tart",1 tart,117,g
"Pie, apple, individual size or tart",1 individual pie,120,g
"Pie, apple, individual size or tart",1 McDonald's pie,77,g
"Pie, apple, fried pie",1 pie,77,g
"Pie, apple, one crust","1 pie (9"" dia)",1203,g
"Pie, apple, one crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, apple, one crust",1 surface inch,18.9,g
"Pie, apple, one crust","1 pie (8"" dia)",782,g
"Pie, apricot, two crust","1 pie (9"" dia)",1203,g
"Pie, apricot, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, apricot, two crust",1 surface inch,18.9,g
"Pie, apricot, individual size or tart",1 tart,117,g
"Pie, apricot, individual size or tart",1 individual pie,120,g
"Pie, apricot, fried pie",1 pie,86,g
"Pie, blackberry, two crust","1 pie (10"" dia)",1521,g
"Pie, blackberry, two crust","1 pie (9"" dia)",1203,g
"Pie, blackberry, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, blackberry, two crust",1 surface inch,18.9,g
"Pie, blackberry, two crust",1 cup,186,g
"Pie, blackberry, individual size or tart",1 tart,117,g
"Pie, blackberry, individual size or tart",1 individual pie,120,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust","1 pie (9"" dia)",1203,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; two crust",1 surface inch,18.9,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust","1 pie (9"" dia)",1096,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust","1 piece (1/8 of 9"" dia)",137,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry; one crust",1 surface inch,17.2,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart",1 tart,117,g
"Pie, berry, not blackberry, blueberry, boysenberry, huckleberry, raspberry, or strawberry, individual size or tart",1 individual pie,120,g
"Pie, blueberry, two crust","1 pie (10"" dia)",1521,g
"Pie, blueberry, two crust","1 pie (9"" dia)",1203,g
"Pie, blueberry, two crust","1 pie (8"" dia)",782,g
"Pie, blueberry, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, blueberry, two crust",1 surface inch,18.9,g
"Pie, blueberry, two crust",1 cup,186,g
"Pie, blueberry, individual size or tart",1 tart,117,g
"Pie, blueberry, individual size or tart",1 individual pie,120,g
"Pie, cherry, two crust","1 pie (10"" dia)",1521,g
"Pie, cherry, two crust","1 pie (9"" dia)",1203,g
"Pie, cherry, two crust","1 pie (8"" dia)",782,g
"Pie, cherry, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, cherry, two crust",1 surface inch,18.9,g
"Pie, cherry, two crust",1 cup,186,g
"Pie, cherry, one crust","1 pie (9"" dia)",1096,g
"Pie, cherry, one crust","1 piece (1/8 of 9"" dia)",137,g
"Pie, cherry, one crust",1 surface inch,17.2,g
"Pie, cherry, individual size or tart",1 tart,117,g
"Pie, cherry, individual size or tart",1 individual pie,120,g
"Pie, cherry, individual size or tart",1 McDonald's pie,77,g
"Pie, cherry, fried pie",1 pie,86,g
"Pie, cherry, fried pie",1 cup,142,g
"Pie, lemon, not cream or meringue","1 pie (9"" dia)",791,g
"Pie, lemon, not cream or meringue","1 piece (1/8 of 9"" dia)",99,g
"Pie, lemon, not cream or meringue",1 surface inch,12.4,g
"Pie, lemon, not cream or meringue","1 pie (10"" dia)",966,g
"Pie, lemon, not cream or meringue, individual size or tart",1 tart,117,g
"Pie, lemon, not cream or meringue, individual size or tart",1 individual pie,120,g
"Pie, lemon, fried pie",1 pie,85,g
"Pie, mince, two crust","1 pie (8"" dia)",782,g
"Pie, mince, two crust","1 pie (9"" dia)",1203,g
"Pie, mince, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, mince, two crust",1 surface inch,18.9,g
"Pie, peach, two crust","1 pie (10"" dia)",1521,g
"Pie, peach, two crust","1 pie (9"" dia)",1203,g
"Pie, peach, two crust","1 pie (8"" dia)",782,g
"Pie, peach, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, peach, two crust",1 surface inch,18.9,g
"Pie, peach, two crust",1 cup,186,g
"Pie, peach, one crust","1 pie (9"" dia)",1203,g
"Pie, peach, one crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, peach, one crust",1 surface inch,18.9,g
"Pie, peach, one crust",1 cup,186,g
"Pie, peach, individual size or tart",1 tart,117,g
"Pie, peach, individual size or tart",1 individual pie,120,g
"Pie, peach, fried pie",1 pie,86,g
"Pie, pear, two crust","1 pie (9"" dia)",1203,g
"Pie, pear, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, pear, two crust",1 surface inch,18.9,g
"Pie, pear, individual size or tart",1 tart,117,g
"Pie, pear, individual size or tart",1 individual pie,120,g
"Pie, pineapple, two crust","1 pie (9"" dia)",1203,g
"Pie, pineapple, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, pineapple, two crust",1 surface inch,18.9,g
"Pie, pineapple, individual size or tart",1 tart,117,g
"Pie, pineapple, individual size or tart",1 individual pie,120,g
"Pie, raisin, two crust","1 pie (9"" dia)",1203,g
"Pie, raisin, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, raisin, two crust",1 surface inch,18.9,g
"Pie, raisin, individual size or tart",1 tart,117,g
"Pie, raisin, individual size or tart",1 individual pie,120,g
"Pie, raspberry, one crust","1 pie (9"" dia)",1096,g
"Pie, raspberry, one crust","1 piece (1/8 of 9"" dia)",137,g
"Pie, raspberry, one crust",1 surface inch,17.2,g
"Pie, raspberry, two crust","1 pie (9"" dia)",1203,g
"Pie, raspberry, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, raspberry, two crust",1 surface inch,18.9,g
"Pie, rhubarb, two crust","1 pie (9"" dia)",1203,g
"Pie, rhubarb, two crust","1 pie (8"" dia)",782,g
"Pie, rhubarb, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, rhubarb, two crust",1 surface inch,18.9,g
"Pie, strawberry, one crust","1 pie (9"" dia)",1343,g
"Pie, strawberry, one crust","1 piece (1/8 of 9"" dia)",168,g
"Pie, strawberry, one crust",1 surface inch,21.1,g
"Pie, strawberry, one crust",1 cup,202,g
"Pie, strawberry-rhubarb, two crust","1 pie (10"" dia)",1521,g
"Pie, strawberry-rhubarb, two crust","1 pie (9"" dia)",1203,g
"Pie, strawberry-rhubarb, two crust","1 pie (8"" dia)",782,g
"Pie, strawberry-rhubarb, two crust","1 piece (1/8 of 9"" dia)",150,g
"Pie, strawberry-rhubarb, two crust",1 surface inch,18.9,g
"Pie, strawberry-rhubarb, two crust",1 cup,186,g
"Pie, strawberry, individual size or tart",1 tart,117,g
"Pie, strawberry, individual size or tart",1 individual pie,120,g
"Pie, apple-sour cream","1 pie (9"" dia)",1274,g
"Pie, apple-sour cream","1 piece (1/8 of 9"" dia)",159,g
"Pie, apple-sour cream",1 surface inch,20,g
"Pie, cherry, made with cream cheese and sour cream","1 pie (9"" dia)",1274,g
"Pie, cherry, made with cream cheese and sour cream","1 piece (1/8 of 9"" dia)",159,g
"Pie, cherry, made with cream cheese and sour cream",1 surface inch,20,g
"Pie, banana cream","1 pie (10"" dia)",1449,g
"Pie, banana cream","1 pie (9"" dia)",1154,g
"Pie, banana cream","1 pie (8"" dia)",885,g
"Pie, banana cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, banana cream",1 surface inch,18.1,g
"Pie, banana cream",1 cup,202,g
"Pie, banana cream, individual size or tart",1 tart,117,g
"Pie, buttermilk","1 pie (9"" dia)",1154,g
"Pie, buttermilk","1 piece (1/8 of 9"" dia)",144,g
"Pie, buttermilk",1 surface inch,18.1,g
"Pie, chess","1 pie (9"" dia)",714,g
"Pie, chess","1 piece (1/8 of 9"" dia)",89,g
"Pie, chess",1 surface inch,11.2,g
"Pie, chess",1 cup,218,g
"Pie, chocolate cream","1 pie (10"" dia)",1449,g
"Pie, chocolate cream","1 pie (9"" dia)",1154,g
"Pie, chocolate cream","1 pie (8"" dia)",885,g
"Pie, chocolate cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, chocolate cream",1 surface inch,18.1,g
"Pie, chocolate cream",1 cup,202,g
"Pie, chocolate cream, individual size or tart",1 tart,117,g
"Pie, coconut cream","1 pie (10"" dia)",1449,g
"Pie, coconut cream","1 pie (9"" dia)",1154,g
"Pie, coconut cream","1 pie (8"" dia)",885,g
"Pie, coconut cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, coconut cream",1 surface inch,18.1,g
"Pie, coconut cream",1 cup,202,g
"Pie, coconut cream, individual size or tart",1 tart,117,g
"Pie, custard","1 pie (9"" dia)",1085,g
"Pie, custard","1 piece (1/8 of 9"" dia)",136,g
"Pie, custard",1 surface inch,17.1,g
"Pie, custard","1 pie (10"" dia)",1368,g
"Pie, custard","1 pie (8"" dia)",709,g
"Pie, custard",1 cup,218,g
"Pie, custard, individual size or tart",1 tart,117,g
Mixed fruit tart filled with custard or cream cheese,"1 tart (9"" dia)",1265,g
Mixed fruit tart filled with custard or cream cheese,"1 piece (1/8 of 9"" dia)",158,g
Mixed fruit tart filled with custard or cream cheese,1 surface inch,19.9,g
Dessert pizza,1 piece,108,g
Dessert pizza,1 surface inch,10.5,g
Dessert pizza,"1 pizza (12"" dia)",1188,g
"Pie, lemon cream","1 pie (9"" dia)",1154,g
"Pie, lemon cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, lemon cream",1 surface inch,18.1,g
"Pie, lemon cream, individual size or tart",1 tart,117,g
"Pie, peanut butter cream","1 pie (9"" dia)",1154,g
"Pie, peanut butter cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, peanut butter cream",1 surface inch,18.1,g
"Pie, pineapple cream","1 pie (9"" dia)",1154,g
"Pie, pineapple cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, pineapple cream",1 surface inch,18.1,g
"Pie, pumpkin","1 pie (8"" dia)",947,g
"Pie, pumpkin","1 pie (9"" dia)",1235,g
"Pie, pumpkin","1 pie (10"" dia)",1530,g
"Pie, pumpkin","1 piece (1/8 of 9"" dia)",154,g
"Pie, pumpkin",1 surface inch,19.4,g
"Pie, pumpkin",1 cup,203,g
"Pie, pumpkin, individual size or tart",1 tart,117,g
"Pie, sour cream, raisin","1 pie (9"" dia)",1154,g
"Pie, sour cream, raisin","1 piece (1/8 of 9"" dia)",144,g
"Pie, sour cream, raisin",1 surface inch,18.1,g
"Pie, squash","1 pie (9"" dia)",1235,g
"Pie, squash","1 piece (1/8 of 9"" dia)",154,g
"Pie, squash",1 surface inch,19.4,g
"Pie, strawberry cream","1 pie (10"" dia)",1449,g
"Pie, strawberry cream","1 pie (9"" dia)",1154,g
"Pie, strawberry cream","1 pie (8"" dia)",885,g
"Pie, strawberry cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, strawberry cream",1 surface inch,18.1,g
"Pie, strawberry cream, individual size or tart",1 tart,117,g
"Pie, sweet potato","1 pie (10"" dia)",1530,g
"Pie, sweet potato","1 pie (9"" dia)",1235,g
"Pie, sweet potato","1 pie (8"" dia)",885,g
"Pie, sweet potato","1 piece (1/8 of 9"" dia)",154,g
"Pie, sweet potato",1 surface inch,19.4,g
"Pie, sweet potato",1 cup,203,g
"Pie, vanilla cream","1 pie (8"" dia)",885,g
"Pie, vanilla cream","1 pie (9"" dia)",1154,g
"Pie, vanilla cream","1 piece (1/8 of 9"" dia)",144,g
"Pie, vanilla cream",1 surface inch,18.1,g
"Pie, chiffon, not chocolate","1 pie (9"" dia)",792,g
"Pie, chiffon, not chocolate","1 piece (1/8 of 9"" dia)",99,g
"Pie, chiffon, not chocolate",1 surface inch,12.4,g
"Pie, chiffon, chocolate","1 pie (9"" dia)",792,g
"Pie, chiffon, chocolate","1 piece (1/8 of 9"" dia)",99,g
"Pie, chiffon, chocolate",1 surface inch,12.4,g
"Pie, black bottom","1 pie (9"" dia)",792,g
"Pie, black bottom","1 piece (1/8 of 9"" dia)",99,g
"Pie, black bottom",1 surface inch,12.4,g
"Pie, lemon meringue","1 pie (9"" dia)",1094,g
"Pie, lemon meringue","1 piece (1/8 of 9"" dia)",137,g
"Pie, lemon meringue",1 surface inch,17.2,g
"Pie, lemon meringue","1 pie (8"" dia)",937,g
"Pie, lemon meringue","1 pie (10"" dia)",1429,g
"Pie, lemon meringue",1 cup,172,g
"Pie, lemon meringue",1 Burger King slice,92,g
"Pie, lemon meringue, individual size or tart",1 tart,117,g
"Pie, chocolate-marshmallow","1 pie (8"" dia)",819,g
"Pie, chocolate-marshmallow","1 piece (1/8 of 8"" dia)",102,g
"Pie, chocolate-marshmallow",1 surface inch,16.3,g
"Pie, pecan","1 pie (10"" dia)",1127,g
"Pie, pecan","1 pie (9"" dia)",915,g
"Pie, pecan","1 pie (8"" dia)",584,g
"Pie, pecan","1 piece (1/8 of 9"" dia)",114,g
"Pie, pecan",1 cup,202,g
"Pie, pecan",1 surface inch,14.4,g
"Pie, pecan, individual size or tart",1 small tart,57,g
"Pie, pecan, individual size or tart",1 individual pie,85,g
"Pie, oatmeal","1 pie (9"" dia)",915,g
"Pie, oatmeal","1 piece (1/8 of 9"" dia)",114,g
"Pie, oatmeal",1 surface inch,14.4,g
"Pie, pudding, flavors other than chocolate","1 pie (8"" dia)",885,g
"Pie, pudding, flavors other than chocolate","1 pie (9"" dia)",1154,g
"Pie, pudding, flavors other than chocolate","1 piece (1/8 of 9"" dia)",144,g
"Pie, pudding, flavors other than chocolate",1 surface inch,18.1,g
"Pie, Toll house chocolate chip","1 pie (9"" dia)",915,g
"Pie, Toll house chocolate chip","1 piece (1/8 of 9"" dia)",114,g
"Pie, Toll house chocolate chip",1 surface inch,14.4,g
"Pie, shoo-fly","1 pie (9"" dia)",915,g
"Pie, shoo-fly","1 piece (1/8 of 9"" dia)",114,g
"Pie, shoo-fly",1 surface inch,14.4,g
"Pie, tofu with fruit","1 pie (9"" dia)",1154,g
"Pie, tofu with fruit","1 piece (1/8 of 9"" dia)",144,g
"Pie, tofu with fruit",1 surface inch,18.1,g
Pie shell,1 tart shell,29,g
Pie shell,"1 pie shell (9"" dia)",172,g
"Pie shell, graham cracker",1 tart shell,22,g
"Pie shell, graham cracker","1 pie shell (9"" dia)",210,g
"Pie shell, chocolate wafer",1 tart shell,22,g
"Pie shell, chocolate wafer","1 pie shell (9"" dia)",210,g
Vanilla wafer dessert base,1 cup,129,g
"Blintz, cheese-filled",1 blintz,70,g
"Blintz, fruit-filled",1 blintz,70,g
"Cobbler, apple",1 cup,217,g
"Cobbler, apple",1 cubic inch,15,g
"Cobbler, apricot",1 cup,217,g
"Cobbler, apricot",1 cubic inch,15,g
"Cobbler, berry",1 cup,217,g
"Cobbler, berry",1 cubic inch,15,g
"Cobbler, cherry",1 cup,217,g
"Cobbler, cherry",1 cubic inch,15,g
"Cobbler, peach",1 cup,217,g
"Cobbler, peach",1 cubic inch,15,g
"Cobbler, pear",1 cup,217,g
"Cobbler, pear",1 cubic inch,15,g
"Cobbler, plum",1 cup,217,g
"Cobbler, plum",1 cubic inch,15,g
"Cobbler, rhubarb",1 cup,217,g
"Cobbler, rhubarb",1 cubic inch,15,g
"Crisp, apple, apple dessert",1 cup,246,g
"Crisp, apple, apple dessert",1 cubic inch,15,g
"Fritter, apple",1 fritter,100,g
"Fritter, banana","1 fritter (2"" long)",34,g
"Fritter, banana",1 cup,123,g
"Fritter, berry","1 fritter (1-1/4"" dia)",24,g
"Crisp, blueberry",1 cup,246,g
"Crisp, blueberry",1 cubic inch,15,g
"Crisp, cherry",1 cup,246,g
"Crisp, cherry",1 cubic inch,15,g
"Crisp, peach",1 cup,246,g
"Crisp, peach",1 cubic inch,15,g
"Cream puff, eclair, custard or cream filled, NS as to icing","1 eclair (5"" x 2"" x 1-3/4"")",102,g
